Indonesia,Javanese,Alphabet
saraf,"i paramasastra bab rêrimbaganing têmbung; 'ilmu saraf: paramasastra. ii sarap, talirasa.",s
sarak,"bersarak: pisahan; disarak: dipisah, dipêgat, disapih.",s
saran,lesan.,s
sarang,susuh; bersarang: nusuh; sarang kuli: salang wadhah kuwali; sarang labah-labah: klamat kêmangga; sarang lebah: omah tawon (glodhog); sarang madu: tala.,s
sarap,"i (-sampah) larahan (uwuh) kang lêmbut-lêmbut; sarap laut: rêrêgêd ing sêgara. ii sarap pangrasa, talirasa. iii lara mlècèt ing wlakang lsp.",s
sarat,sarat (kêbak momotan); bunting sarat: mêtêng tuwa.,s
sarau,bngs. kranjang gêdhe kanggo golèk agêr-agêr.,s
sari,"cukat, trêngginas.",s
sari,"kêmbang, pari.",s
saring,i disaring: diplintir tmr. lawe lsp. ii disaring: disaring; saringan: saringan.,s
sarip,sarip (sêbutan wong arab).,s
saripah,saripah (sêbutan wong arab wadon).,s
sarsar,gèndhèng; kc. sasar.,s
saru,bngs. cêmara.,s
saruk,"tersaruk: kêjêngklok, katêkuk sikile.",s
sarun,saron.,s
sarung,"1 sarungan, wrangka; 2 ulês, blongsong; 3 (kain-) sarung; sarung jari: cincin; sarung kaki (-tangan): mojah sikil (tangan); disarungkan: disarungake tmr. kêris lsp. dilêbokake ing ulês lsp.",s
sarwa,"sarwa, sakabèhe.",s
sarwal,kathok.,s
sasa,"sêntosa, pêngkuh, kuwat.",s
sasak,"sasak, tabag, gèdhèg kasar.",s
sasap,kc. susup.,s
sasar,"i gèndhèng. ii sasaran: lesan, pangincêngan.",s
sastera,"buku, layang, buku suci.",s
sasterawan,"ahli kawruh, ahli kitab suci.",s
sat,ar. takêran (= 5 ut. 10 gantang).,s
satai,sate.,s
satu,"siji; satu-satunya: sawijining (ngêmungake siji); satu persatu: saka siji; bersatu: nunggal, ngumpul; di(per)satukan: didadèkake siji, ditunggalake.",s
satwa,"kewan, kc. setua.",s
sau,"mak krês, nyos; kc. desau.",s
saudagar,sudagar.,s
saudara,"sadulur, saudara sepupu: nak-sanak; saudara sejalan sejadi: sadulur tunggal bapa-biyung; persaudaraan: pasaduluran, pamitran.",s
sauh,i jangkar; membuang sauh: labuh jangkar; membongkar sauh: bêdhol jangkar. ii buah sauh: sawo.,s
saujana,sayojana; kc. yojana.,s
sauk,"i ut. sauk-sauk: bngs. jaring diseropake; sauk-menyauk: gayut-gayutan; disauk: 1 digèndèng sarana dirangkul, digujêngi kêncêng nganggo tampar lsp. diubêdake; 2 dicidhuk; dicawuk; dirauk kambi mlaku.
--- 158 ---",s
saum,pasa.,s
saur,saur (mangan ing wayah bêngi ing sajrone pasa).,s
sawa,ular sawa: ula sawa.,s
sawab,i (ut. tsawab) kang sanyata. ii (ut. thawab) ganjaran ing ngakerat.,s
sawah,sawah; sawah bencah: sawah sorotan; sawah berbandar langit: sawah tadhahan; menyawah: nênandur ing sawah.,s
sawal,sasi sawal.,s
sawan,laran sawan; sawan babi (gila): ayan.,s
sawang,i warnaning banyu sêgara ing pinggir. ii (-langit) awang-uwung.,s
sawar,pagêr ut. sangkrah-sangkrah dianggo nggiring kewan alasan ut. iwak; disawar: ditrapi pagêr ut. sangkrah.,s
sawat,bngs. sabuk (slempang) salaka.,s
sawi-sawi,i sawi. ii wong nunut nunggang prau nganggo ngrewangi nyambut gawe minangka pambayaring opahane.,s
saya,kula; kc. sahaya.,s
sayak,bokor bathok; bêruk; kc. batil.,s
sayang,"1 eman, owêl; 2 mêmêlas, mêsakake; 3 (kasih-) trêsna, asih; 4 (-akan, -kan) wêlas marang, asih marang; menaruh sayang: eman, wêlas, asih; disayangkan: 1 dieman, diowêl; 2 (ut. disayangi) diwêlasi, disihi.",s
sayap,"1 suwiwi, lar; 2 pênjawating baris; sayap kumbang: irêng mêlêng-mêlêng; sayap sandang: rante mas loro kaêtrap ing dhadha.",s
sayat,"disayat: diirisi tipis-tipis, dikêlèti, dioncèki.",s
sayembara,sayêmbara.,s
sayu,"trênyuh, sêdhih nglangut; sayu rayu: sêdhih bangêt, kêranta-ranta.",s
sayup,"i (ut. sayup-sayup) lamat-lamat tmr. swara ut. pamandêng; 2 cupêt ut. kadung tmr. mbalang, mbêdhil lsp; 3 kêtinggal, kêpancal; sayup mata mamandang: sapandêlêng.",s
sayur,"jangan, jêjanganan; sayur mayur: jêjanganan; sayur-sayuran; menyayur: kêlan, njangan; disayurkan: dikêla.",s
sebab,"sabab, jalaran.",s
sebagai,"kaya, saèmpêr.",s
sebah-serbih,pating slêmbrèh.,s
sebai,"i sondhèr, sampur. ii bngs. kêmladheyan.",s
sebak,"1 mbludag, lubèr, banjir; 2 crocosan tmr. luh.",s
sebal,"gêla, susah.",s
sebam,klawu sêmu irêng.,s
sebar,i menyebar: krasa kranyas-kranyas ing awak. ii disebar(kan): disêbar.,s
sebarang,"sadhengah, sêmbarangan.",s
sebarau,ar. iwak.,s
sebasah,ar. wit.,s
sebat,disebat: disabêt.,s
sebaya,"babag, barakan, pantaran.",s
sebekah,ar. iwak kali.,s
sebelah,"1 sisih, sasisih; 2 siji ut. sasêle tmr. barang rakitan; disebelah: ing sisih, sandhing; sebelah menyebelah: ing sakiwa têngêne (kali, dalan lsp); menyebelah: nisih, ent. bau kapine; kc. belah.",s
sebelas,sawêlas; kesebelasan: sawêlasan tmr. bal-balan.,s
sebentar,sadhela.,s
seberang,"sabrang, sisih ing têbing kanane (tmr. kali, sagara lsp); menyeberang: nyabrang; seberang menyeberang: padha dene dumunung ing sapinggiring kali (tmr. desa lsp); diseberangi: disêbrangi; berseberangan: arêp-arêpan.",s
seberhana,"saprabot tmr. sandhangan, rêrênggan lsp; seberhana bumi: saisining bumi kabèh; seberhana hari: sadina muput.",s
sebih,kêmbang gêdhang (ar. têtuwuhan).,s
sebik,menyebik: nyungir.,s
sebu,"kêbak jêjêl; disebu: diisèni nganti kêbak, diurug.",s
sebuk,menyebuk: mlaku saantarane wong jèjèr-jèjèr.,s
sebun,1 ora nganti rampung tmr. pagaweyan lsp; 2 ora nganti matêng tmr. olah-olahan lsp.,s
seburu,ar. têtuwuhan.,s
sebut,"disebut: 1 disêbut, disêbutake, diarani; 2 dipratelakake, diucapake; sebutan: 1 pocapan, kang disêbutake, pakêcapan; 2 sêsêbutan; 3 andharaning jêjêr (ing paramasastra).
--- 159 ---",s
sedak,i wangkisan (blêngkêr) kendhang lsp; disedak: diwangkis. ii tersedak: kêsêlak. iii ar. wit.,s
sedan,"tersedan-sedan: sênggruk-sênggruk, kamisêsêgên.",s
sedang,"1 sêdhêng(an); 2 nêdhêng-nêdhênge, pinuju, lagi; 3 (ut. sedangkan) salagine, sing ... bae; disedang: dicoba tmr. klambi lsp.",s
sedap,"enak, mirasa, kêpenak tmr. pangrasa; sedap hati: lêga, sênêng atine; sedapan: panganan sêgêr-sêgêran.",s
sedap-sedu,mirasa bangêt.,s
sedar,"1 (-akan, -kan) eling marang, rumangsa; 2 (-daripada) eling ut. nglilir saka ênggone sêmaput lsp.",s
sedat,ora gumathok pamikire.,s
sedekah,"sidhêkah, slamêtan, dana.",s
sedekala,"tansah, kaya adat sabêne.",s
sedelinggam,cèt abang (mêni).,s
sederhana,"sêdhêngan, samadya.",s
sederiah,bngs. klambi rangkêpan.,s
sedia,"i sadhiya, cumawis, siyaga; bersedia: cêcawis, cumawis, sumadhiya; disediakan: disadhiyakake, dicawisake; persediaan: sêdhiyan, cawisan, tandhon. ii kang dhingin, biyèn, kuna.",s
sediakala,"1 tansah; 2 kaya adat sabêne, kaya kang uwis.",s
sedih,"sêdhih, susah.",s
sedikit,"sathithik, rada.",s
sedondon,padha warnane.,s
sedu,"i tersedu-sedu: sênggruk-sênggruk, sêgunên, kamisêsêgên. ii disedu(h): disoki wedang.",s
seduayah,sidawayah (ar. têtuwuhan).,s
sedut,suntrut sêdhih.,s
sega,"klimis, alus gilap.",s
segah,"mbêsêsêk, sêbah.",s
segal,mulad-mulad murub.,s
segala,"kabèh, sakabèhe.",s
segan,"suthik, sungkan; menyegan: ngêmohi, nampik, sungkan.",s
seganda,ar. têtuwuhan.,s
segar,"sêgêr (bagas kawarasan) sumringah, sumyah.",s
segar-bugar,waras-wiris.,s
segara,sêgara.,s
segenap,sakabèhe; kc. genap.,s
segera,"rikat, enggal, gêlis, tumuli.",s
segi,"sisih, lingir; segi tiga: maju têlu.",s
seguna-sekaya,gana-gini.,s
seharah,bngs. pêthi gêdhe wadhah bêras.,s
sehat,"waras, bagas waras; sehat wal'afiat: bagas kawarasan (slamêt); kesehatan: kawarasan.",s
sehingga,"nganti, kongsi; kc. hingga.",s
seia,"sarujuk, mupakat; kc. ia.",s
sejahtera,"têntrêm krêta raharja, slamêt.",s
sejak,"wiwit ing (nalika, dina lsp).",s
sejarah,"sêjarah, asal-usul, babad.",s
sejat,"isih rada têlês tmr. kumbahan, cèt lsp.",s
sejati,"sajati, salugu, tulên.",s
sejuk,"adhêm, anyêp, ayêm.",s
sejurus,sadhela.,s
seka,diseka: dirêsiki sarana diusap (diêlap).,s
sekadar,sakuwasane; kc. kadar.,s
sekah,"i pokah tmr. pang. ii 1 cukat, trêngginas; 2 bêcik tmr. pawakan.",s
sekali,"1 sapisan; 2 bangêt, babarpisan; kc. kali.",s
sekalian,"kabèh, sakabèhe.",s
sekam,"kulit pari, mrambut.",s
sekar,kêmbang sêkar suhun: ar. rêrênggan (bngs. kalung).,s
sekarang,saiki.,s
sekat,"ut. sekatan: 1 singgêtan; 2 palang, pêpalang, alangan; disekat: 1 disinggêt, dipêpêti; 2 dipalangi, dialang-alangi.",s
sekata,"sarujuk, saiyêg; kc. kata.",s
sekawan,"sagolongan, sagrombolan; kc. kawan.",s
sekeduduk,sênggani.,s
sekedup,omah-omahan ing gêgêr unta.,s
sekejap,"(-mata) sakêdhepan, sadhela; kc. kejap.",s
sekelat,sangkêlat (lakên).,s
sekerup,sêkrup.,s
"sekh, syèkh",sèh.,s
sekian,samono; kc. kian.,s
sekin,sêking.,s
sekoci,prau sêkoci.,s
sekoi,juwawut.,s
sekolah,"sêkolahan.
--- 160 ---",s
sekon,sêkon.,s
sekongkol,sêkongkêl.,s
sekonyar,ar. prau.,s
sekonyong-konyong,dumadakan.,s
sekop,sêkop.,s
sekopong,sêkopèn (kêrtu gêdhe).,s
sekotah,sakabèhe.,s
seksama,dengan seksamanya: kalawan titi; kc. saksama.,s
sekuik,bngs. otèk.,s
sekul,"bêruk, bathok.",s
"sekunar, sekonyar",ar. prau.,s
sekup,sêkop.,s
sekut,cêthil bangêt.,s
sekutu,"1 sêkuthon; 2 warga, rewang, kanca; bersekutu: sêkuthon, bathon, ngumpul; disekutui: diiloni, direwangi ênggone dagang lsp; persekutuan: pakumpulan dagang.",s
sela,"i sêla (-sêla), lêt, sêlan; sela-menyela: gênti-gênti lêt siji; diselakan: disêsêlake ing. ii lapak; iii sila, linggih; bersela: sila.",s
selada,sêlad.,s
seladang,i sapi alasan (bngs. banthèng). ii 1 tunggal jrambah tmr. sênthong loro lsp; 2 dubug ut. mbêmbêng tmr. sikil; menyeladang: rata.,s
selagi,sêlawase.,s
selain,saliyane; kc. lain.,s
selak,"1 slorok (palang) kancing lawang. ii diselak: disilakake, dibiyak, dicincingake.",s
selaka,bngs. kurungan ut. kranjang dianggo ngukup sandhangan.,s
selam,"i menyelam: nyilêm, slulup; diselam(i): disilêmi, dislulupi. ii islam.",s
selamat,slamêt; diselamatkan: diluputake saka ing bêbaya; selamatan: slamêtan.,s
selamba,"1 saru, kasar têmbunge; 2 (muka-) saèn, ora idhêp isin.",s
selampai,"slempang, slendhang; diselampaikan: dislempangake, disampirake ing pundhak.",s
selampe,kacu.,s
selampit,klabangan ut. tamparan gèpèng.,s
selan,pulo selon.,s
selang,"i lêt, antara; diselang: 1 disêlani; 2 diêlêti; 3 (ut. diselangkan) dibanjêli, digêntèni; berselang-selang: gênti-gênti, sêlang-sêling; setahun berselang: lêt sêtaun. ii ut. selangkan: salagine, sing ... bae; kc. sedang. iii diselang: disilih, diutang; diperselangi: diutangi; diperselangkan: disilihake, diutangake.",s
selang-seling,sêlang-sêling.,s
selangat,ar. iwak loh.,s
selangin,ar. iwak loh; kc. senangin.,s
selangka,(tulang-): balung salang.,s
selap,"ora eling (marga sêmaput, kapanjingan setan lsp); diselap: dipanjingi setan.",s
selaput,kêndhangan tipis ing mata lsp; berselaput: kasasaban ing blêdug lsp.,s
selar,i diselar: 1 dibrongot (dicirèni lsp) nganggo wêsi bang lsp; 2 digorèng. ii ar. iwak loh.,s
selara,"êri lêmbut, lugut; anak selara: anak sêmbilang.",s
selaruh,"ut. menyelaruh: 1 ngêmbrah, tansah ajêg ana (tmr. dagangan lsp); 2 manuh, matuh tumindak kang ora prayoga.",s
selarung,tipaking buron alas.,s
selasa,slasa.,s
selasar,èmpèr jrambahe luwih cêndhèk tinimbang omah.,s
selasih,kêmbang tlasih; mabuk (bunga-) selasih: rada mêndêm.,s
selat,1 supitan (antarane pulo); 2 supitan singapura; menyelat: lêlayaran ngambah ing supitan.,s
selatan,kidul; selatan daya: kidul kulon.,s
selawat,kc. selawat.,s
selayak,bngs. manuk dara.,s
"selayun, selayut",piranti kanggo nggusah manuk.,s
selayur,iwak layur.,s
selebu,(lautan-) sagara gêdhe ut. ing têngah.,s
seleder,ar. wit.,s
"selederi, selderi",slèdri.,s
seleguri,wit sidaguri.,s
selekeh,"dlêmok, leletan; diselekeh: didlêmoki, dilèlèti.",s
selekoh,1 sleko têmpukaning dalan; 2 pangungakan ing bètèng (peranganing bètèng kang moncol).,s
selekor,ar. iwak sagara.,s
selembada,ar. sêmut gêdhe.,s
selembana,ut. menyelembana: mandhêg (labuh) ngarêpake pinangkaning prahara.,s
selembayung,bapangan ing sakaguru (kanggo canthelan diyan lsp).,s
selempada,ar. sêmut gêdhe; kc. selembada.,s
selempang,"slempang, disampirake kaya slempang.
--- 161 ---",s
selempukau,ar. manuk.,s
selempuri,(kain-) mori wêton indu (sêrampore).,s
selendang,slendang.,s
selenggara,"diselenggara(kan): 1 diupakara, diopèni; 2 diurus; kc. senggara.",s
selepa,"slepa, cêpukan digandhulake ing sabuk.",s
selepang,slempang.,s
selepat,pating klaprut (rêgêd).,s
selepuh,ngêrês (akèh blêduge lsp).,s
selera,"napsu marang pangan, pêpenginan mêmangan.",s
selesa,"ombèr, ora sumpêk.",s
selesai,"rampung; diselesaikan: dirampungi, dirampungake, diputus.",s
"selesama, selesma, sema-sema",pilêg.,s
seleweng,sêndhon waon.,s
seli,seling-seli: sêlang-sêling.,s
seliap,ar. iwak sagara.,s
selidik,"titi, tliti, sêtiti; diselidik(i): dititipriksa, ditanjihake, ditamatake.",s
seligi,"bngs. tumbak (kayu, luyung lsp) ditlorongake.",s
seligut,"pating blulung, pating blêbêr.",s
selimbar,ut. selembar: simbar layangan.,s
selimpang,"i nyimpang, nggiwar. ii kuwatir, sumêlang.",s
selimpat,"1 nam-naman udhar; 2 ukêl ut. nylêkênthung ing tulisan arab; 3 bngs. untir-untir; 4 ar. ula sêgara; menyelimpat: nylimpêt, lunga dhêdhêmitan.",s
selimut,kêmul.,s
selinap,i diselinap: 1 diirisi tipis-tipis tmr. iwak loh; 2 diklènyèm kulite tmr. pitik lsp. ii menyelinap: glêsêr-glêsêr kaya lakuning ula.,s
selindung,"aling-aling, ampingan, ndhêlik; kc. lindung.",s
seling,"i selang-seling: sêlang-sêling. ii bêling, porsêlin.",s
selip,i klèru (menggok klèru). ii terselip: sumlêmpit ing; kc. selit.,s
selirat,"ruwêd, ora karu-karuwan.",s
seliri,"palinggihan, kursi.",s
selisih,gèsèh; berselisih: sulaya: perselisihan: pasulayan.,s
selisik,"diselisik: didhidhis, dipetani.",s
selit,diselitkan: dislêmpitake; terselit: kêslêmpit.,s
selit-sepit,pating slêmpit.,s
seliu,ut. terseliu: kêsliyo.,s
seloka,saloka (kidung saliyane pantun).,s
selokan,kalèn.,s
seloki,sloki.,s
selongkar,diselongkar: 1 diblengkrahi; 2 ent. dititipriksa têmênan.,s
selop,sêlop.,s
seloroh,"lucu, cucut.",s
seluang,ar. iwak kali.,s
seluar,kathok.,s
selubung,"krukub, krudhuk, kêmul; diselubung: dikrukubi, dikêmuli.",s
seludang,"tlakupaning mayang (kêmbang lsp), manggar, anthok.",s
seludip,mancung ênom.,s
seludu,ar. iwak loh.,s
selui,bngs. gêmak.,s
seluk,"diseluk: digagapi, dirogoh digrayahi, diuthêk-uthêk.",s
seluk-beluk,"bakuning prakara, thêk kliwêr.",s
selukat,saron cilik.,s
selukung,bngs. tamèng dawa.,s
selumar,ar. wit.,s
selumbar,tatal cilik landhêp kayata ing arèn lsp.,s
selumur,wlungsungan.,s
selundat,ar. iwak sagara.,s
selundup,"menyelundup: nyiruk, mlêbu amblês; diselundupkan: dilêbokake tmr. barang pêtêng.",s
selungkang,ora murni tmr. logam.,s
selungkap,"thèthèl, nglingkap; kc. jelungkap.",s
selupat,"kulit tipis (kêndhangan, bungkusing bayi lsp).",s
"selurah, seluruh","sakabèhe, kabèh.
--- 162 ---",s
selusuh,"(-beranak) jamu sorogan; menyelusuh: mletre, mlorod.",s
selusur,cêkêlan ing bambinging krêtêg,s
selut,lêndhut plikêt.,s
sema-sema,pilêg; kc. selesma.,s
semah,sajèn têtulak lêlêmbut; disemahkan: disajèkake kanggo têtulak.,s
semai,"ut. semaian: winih; disemai, diurit tmr. wiji pari, didhêdhêr; (pe)semaian: panguritan, pawinihan.",s
semaja,"mung, bae; kc. sahaja.",s
semak,"1 rungkud (akèh thêthukulane); 2 (ut. semak-semak) rêrungkudan, gêgrumbulan cilik-cilik.",s
semakin,saya; kc. makin.,s
semalam,wingi sore; kc. malam.,s
semalu,piskucing.,s
semambu,bngs. pênjalin gêdhe.,s
semampai,"lugas, ora sambungan tmr. balok lsp.",s
semang,sêsanggêmaning wong utang nyambutgawe ana ing panggonane wong kang potang; anak semang: 1 wong kang mondhok ut. numpang mangan; 2 wong kang mèlu wong liya bêburuh lsp; induk semang: 1 wong kang dipondhoki; 2 ent. êmbok-êmbokan; jomblang.,s
semangat,"1 nyawa, sukma; 2 tuking urip; 3 dhanyang; hilang (kurang, lemah) semangat: 1 gêtapan, kagetan; 2 kurang grêgêt; kur semangat: kanggo ngêlokake wong sêmaput ut. bayi lair, karêpe; muga sukmane balia; terbang semangat: sêmaput, ora eling; bersemangat: gumrêgut, mêmpêng.",s
semanggi,sêmanggi.,s
semangka,sêmangka.,s
semangu,ar. wit.,s
semanja,"mung, bae; kc. semaja.",s
semantan,nyiur semantan: krambil koplak; kc. santan.,s
semarak,"sorot, cahya.",s
semaram,ar. wit.,s
semat,"sindik, sujèn, dom, biting; disemat: disindik, disunduki, dibitingi, digandhèng srana pêniti lsp; penyemat: pêniti; tersemat: 1 kêslusupên; 2 (-pada) tumancêb ing, kalampirake ing, katut kapetung ing.",s
semata,"sakabèhe, babarpisan; semata-mata: ngêmungake, mligi, thothok.",s
semawang,kluwak.,s
semayam,"bersemayam: lênggah, pinarak, dêdalêm, manggon.",s
sembab,abuh bêngêp.,s
sembada,kc. selembada.,s
sembah,"1 sêmbah; 2 atur, unjuk; berdatang sembah: matur munjuk; disembah: disêmbah; di(per)sembahkan: 1 diaturake; 2 dicaosake; persembahan: pisungsung.",s
sembahyang,sêmbahyang.,s
sembak,ar. iwak sagara.,s
sembam,"1 (sungkur-) kêbênêm, kêpêndhêm; 2 dipocot.",s
sembar,simbar bngs. kêmladheyan.,s
sembarang,sêbarang.,s
sembari,kambi; kc. seraya.,s
sembat,"i disembat: disampe, dicêkêl lsp. kambi mlaku. ii disembat: disabêt(ake), dibabit(ake).",s
sembelih,disembelih: disêmbêlèh.,s
sembelit,kêdhêdhêlên ut. kêbêbêlên anggone bêbanyu.,s
semberani,sêmbrani.,s
semberap,"mrabot, pêpak saprabot kapurantine.",s
semberip,bngs. talam nganggo sikilan.,s
sembeta,cuwak prau yèn ana ing babagan.,s
sembilan,sanga.,s
sembilang,iwak sêmbilang.,s
sembilik,(puru-) lara ambe.,s
sembilu,wêlad; sembiluan: krasa pêrih (kaya diiris wêlat).,s
sembir,"1 pinggiran (ing piring, layang lsp); 2 lingiraning wowohan kyt. blimbing lsp; menyembir: ora pênêr tmr. ênêring pandom lsp.",s
semboyan,"1 têngara, sasmita; 2 têtêmbungan kanggo sêmayan, têtêmbungan cêkak aos (motto); disêmboyankan: dianggo têngara (sasmita).",s
sembuang,pathokan cancangan prau ing sagara.,s
sembuh,"mari, waras; disembuhkan: ditambani, diwarasake.",s
sembul,"mêndêlo, moto-moto.",s
sembung,sêmbung.,s
sembunyi,"ut. bersembunyi: ndhêlik, umpêtan; [um...]
--- 163 ---",s
semburit,jindikan.,s
sembut,"sêmbur, suwuk; disembur: disêmbur, disêmproti, disuwuk; menyembur: 1 nyêmbur, sumêmbur; 2 gêbrès-gêbrès, gumuyu sêru.",s
semecah,mainan nganggo kêmiri.,s
semedera,sagara gêdhe.,s
semejana,"samadya, têngahan, sêdhêngan.",s
semelit,kêbêbêlên; kc. sembelit.,s
sememeh,"gubras, pating klaprut, rêgêd.",s
semena,tiada dengan semena-mena: tanpa sêbab.,s
semenanjung,jasirah (malaka).,s
semenda,mlêbu ing kulawargane kang wadon.,s
semendal,mikah (mica).,s
semenderasa,kêmbang cêpaka.,s
semenggah,"patut, layak, pantês.",s
semenjak,wiwit ing; kc. sejak.,s
semenjak,wiwit nalika; kc. sejak.,s
semenjana,"samadya, têngahan, sêdhêngan.",s
sementang,sanajan.,s
sementara,"1 sasuwene, nêdhêng-nêdhênge, lagi; 2 (-waktu) sawatara mangsa, ora lêstari salawase.",s
sementelah,"sangsaya, luwih-luwih.",s
sementung,"kurang sigrak, kurang grêgêt, gêblêg.",s
"semerbak, sêmêrbuk",ngambar wangi.,s
semerdanta,putih kaya gadhing tmr. untu.,s
semesta,"sakabèhe, saindênge.",s
seminai,(-ari) ar. wit.,s
semista,sakabèhe; kc. semesta.,s
sempada,(ketam-) bngs. kêpithing.,s
sempadan,tapêl-watês.,s
sempak,gripis ut. cuwil pinggire.,s
sempal,moto-moto kyt. susur.,s
sempana,bêcik kasiyate (marahi slamêt lsp tmr. gêgaman); keris sempana; kêris luk pitu; disempanakan: didongani lsp. supaya bêcik kasiyate.,s
sempat,"kobêr; menyempat: nangguh wêktu kang prayoga; kesempatan: wêwêngan, kobêr, wêktu.",s
sempelah,"kang wis ora kanggo, up. sêpah, ampas, uwuh lsp; sempelah nyiur (kelapa): ampas krambil.",s
sempelat,"ut. bersempelat: kêdlêmokan (ing mangsi, dubang lsp).",s
sempena,bêcik kasiyate; kc. sempana.,s
semperong,sêmprong diyan.,s
sempit,"ciyut, rupak.",s
sempurna,sampurna.,s
semu,"1 sêmu; 2 (-daya) apus, paeka; semu-semu: rada; disemui: diapusi, ditutup sarana cidra; tersemu: kapusan.",s
semua,"kabèh, sakabèhe.",s
semudera,sagara gêdhe.,s
semugut,ar. lêlaraning wong wadon; kc. senggugut.,s
semuka,"1 padha rupane; (ut. bersemuka) adu arêp, têmon dhewekan; disemukakan: digathukake padha ijèn.",s
semula,"saka kawitan, kaya maune; disemulakan: dibalèni saka kawitan.",s
semunding,bngs. kêthèk gêdhe.,s
semupakat,"sarujuk, cocog.",s
semut,sêmut; kesemut (-semut)an: gringgingên.,s
sen,sèn.,s
sena,1 prajurit. 1 (pokok-) wit sana.,s
senak,"1 mambêg, mêmblêng tmr. ilining banyu; 2 (ut. kesenak-senakan) sênêb, sêbah, ora bisa bêbanyu; menyenak-nyenak: saya mêmblêng; tersenak: 1 mambêg sênêb, sêbah; 2 (-kata) kanggêg ora bisa gunêman (marga gumun lsp).",s
senam,"i bersenam: 1 ngulèt, ngêcêcêng marga uwat; 2 ulahraga. ii biru sêmu ijo (kaya nila).",s
senamaki,ar. têtuwuhan kanggo urus-urus.,s
senandung,rêngêng-rêngêng.,s
senang,"1 sênêng, lêga, marêm; 2 gampang, pikolèh; bersenang-senang: sênêng-sênêng, suka-suka; di(per)senangkan: disênêng-sênêngake, diarêm-arêmi, dilêlipur.",s
senangin,ar. iwak sêgara.,s
senantiasa,"tansah, pijêr.",s
senapang,bêdhil.,s
senat,ar. prau.,s
senawi,"wong nunggang prau pambayare diurubi pagaweyan.
--- 164 ---",s
senda,"(-gurau): gêguyon, sêmbranan; bersenda(-gurau): gêguyon, gojèg; dipersendakan: dianggo gêguyon, disêmbranani.",s
